@relation AllApplicationsOverSSHLabeldTraffic

@attribute min_fpktl numeric
@attribute mean_fpktl numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute min_bpktl numeric
@attribute mean_bpktl numeric
@attribute max_bpktl numeric
@attribute std_bpktl numeric
@attribute min_fiat numeric
@attribute mean_fiat numeric
@attribute max_fiat numeric
@attribute std_fiat numeric
@attribute min_biat numeric
@attribute mean_biat numeric
@attribute max_biat numeric
@attribute std_biat numeric
@attribute duration numeric
@attribute proto numeric
@attribute total_fpackets numeric
@attribute total_fvolume numeric
@attribute total_bpackets numeric
@attribute total_bvolume numeric
@attribute class numeric

@data
52,235,1500,339,52,264,1500,381,7,51284,1072778,139111,67,65658,1003522,175424,293643478,6,951,223938,708,187161,9
52,613,1500,661,52,914,1500,673,6,6828,954891,31693,48,6351,972409,30867,102876821,6,11123,6828966,11920,10896388,9
52,179,1500,239,52,130,1500,217,7,83249,1100607,203981,68,141430,1030866,244480,923159416,6,1329,238314,852,111129,9
52,304,1500,451,52,209,1500,315,7,55678,939765,154381,70,71652,921333,171524,30435775,6,362,110110,286,59809,9
52,199,1500,296,52,276,1500,443,7,45999,1129407,124300,62,49214,1347351,150911,411963770,6,2518,503114,2308,637049,9
52,920,1500,665,52,139,1500,266,6,14133,1100607,77796,16,20669,1030866,91941,1152843857,6,10877,10012282,7502,1049869,9
52,194,1500,279,52,223,1500,379,7,54703,1425766,142897,62,67929,1394009,174688,1926170416,6,4265,828586,3461,773501,9
52,842,1500,674,52,901,1500,672,5,4497,1031800,20647,27,4527,1071912,21120,814710510,6,131282,110539694,130328,117475684,9
52,808,1500,676,52,879,1500,675,3,5161,1029678,29326,8,5248,1065444,29829,2316430601,6,280782,227090202,275759,242397524,9
52,216,1500,312,52,311,1500,479,7,53905,1134122,139930,59,63561,1757699,176609,548243757,6,3497,758510,2887,898917,9
52,817,1500,678,52,885,1500,676,3,5132,1029678,28422,8,5199,1065444,28851,2586401500,6,314923,257578506,310519,274813428,9
52,217,1500,318,52,229,1500,370,7,55284,1078919,146946,67,87744,996063,170352,398580661,6,1108,241110,741,170301,9
52,751,1500,668,52,860,1500,669,5,5664,964443,29799,42,5660,989258,29682,166450299,6,21936,16481082,21914,18863736,9
52,165,1500,211,52,389,1500,549,7,48470,1078919,142071,62,74321,1017146,166693,2372038308,6,4270,706914,2959,1152725,9
52,708,1500,666,52,875,1500,668,5,8843,997897,38059,35,8753,1000213,38211,311255881,6,23434,16594458,23658,20719404,9
52,735,1500,665,52,830,1500,665,6,3888,870913,19400,22,3823,912064,18985,118429541,6,19774,14536170,19983,16588380,9
52,169,1500,211,52,205,1500,339,7,50187,1078919,137165,67,84932,996063,164857,1805977736,6,3082,522478,1949,400941,9
52,754,1500,667,52,863,1500,669,5,7504,998465,34212,5,7647,1015935,35153,1061259482,6,89068,67239190,87384,75433968,9
52,709,1500,657,52,841,1500,664,6,6895,1033813,31544,6,6906,1025444,32040,777762425,6,73460,52117438,73213,61629364,9
52,709,1500,657,52,835,1500,663,6,7068,1033813,32034,6,7057,1025444,32433,726265248,6,67025,47535746,67047,55984556,9
52,96,1500,133,52,1137,1500,579,6,21205,1078919,74485,12,14393,1017146,61344,2591953216,6,18888,1830942,27897,31745077,9
52,174,1500,228,52,327,1500,491,7,43546,1034889,126909,67,69256,1034202,152164,1523058854,6,2509,438238,1699,557013,9
52,717,1500,663,52,831,1500,670,5,7409,981735,39975,42,7525,1000298,40742,636255930,6,45340,32549122,44571,37043020,9
52,73,1500,111,52,1210,1500,497,7,35844,1243230,92190,49,21226,980493,75387,500231883,6,13537,998686,22857,27663605,9
52,174,1500,316,52,853,1500,674,7,53964,975432,154132,69,48521,977836,147741,185632985,6,1826,319526,2028,1731705,9
52,785,1500,674,52,859,1500,673,5,5865,986768,24126,22,5982,1035508,24678,1237865265,6,150672,118295718,147530,126748940,9
52,259,1500,386,52,200,1500,311,7,51053,949966,125871,62,65622,952137,163940,375869122,6,862,223890,650,130257,9
52,203,1500,300,52,260,1500,426,7,48744,1287967,132646,62,54573,1394009,161203,520002125,6,2935,598154,2592,674457,9
52,230,1500,344,52,321,1500,482,7,49004,1134122,134229,59,53670,1757699,165429,343587735,6,2620,603286,2330,750133,9
52,746,1500,666,52,852,1500,669,5,6236,989337,34092,11,6355,1028412,34923,1146452292,6,99469,74242258,97538,83108048,9
52,194,1500,282,52,268,1500,419,7,51093,991476,134069,67,79449,994080,158921,747983493,6,1443,280950,976,262105,9
52,257,1500,388,52,374,1500,520,7,46082,1134122,129885,59,46836,1757699,157936,230319202,6,1671,430250,1581,592721,9
52,559,1500,634,52,197,1500,317,6,38817,938068,111354,71,43963,845266,127078,49148579,6,284,159006,232,45833,9
52,238,1500,354,52,183,1500,294,7,55165,1182549,142069,62,75383,1018244,184512,870406172,6,1048,250394,755,138533,9
52,780,1500,673,52,883,1500,668,6,5513,954891,21729,34,5518,972409,21939,387885545,6,54077,42227498,53977,47662800,9
52,175,1500,231,52,334,1500,495,7,44477,1034889,128254,67,69705,1034202,152979,1333404413,6,2429,426926,1654,553617,9
52,145,692,178,52,155,756,173,145,100337,732110,181699,68,106652,864866,228107,4232108,6,31,4498,26,4033,9
52,721,1500,662,52,850,1500,668,5,7091,981735,37967,38,7209,1003388,38931,913008898,6,72452,52281186,71211,60556168,9
52,181,1500,249,52,362,1500,512,7,45660,1023439,125026,67,68613,994080,147294,1032175694,6,2030,367746,1418,514593,9
52,261,1500,399,52,384,1500,525,7,45094,1134122,128211,59,45158,1757699,155243,128931540,6,1562,407926,1519,584121,9
52,196,1500,281,52,146,1500,243,7,71258,1070078,184055,68,116696,1030866,219309,621317244,6,899,176626,596,87497,9
52,199,1500,294,52,269,1500,435,7,47567,1129407,127397,62,51852,1347351,154504,428636118,6,2663,531630,2409,649773,9
52,169,1500,208,52,201,1500,335,7,49540,1078919,136370,67,84769,996063,164402,1911855484,6,3189,539466,2009,404413,9
52,203,1500,300,52,260,1500,426,7,48744,1287967,132646,62,54573,1394009,161203,545993482,6,2936,598206,2593,674861,9
52,197,1500,291,52,274,1500,447,6,61006,1425766,151365,62,72623,1467995,179010,2449334782,6,5827,1149838,4849,1332205,9
52,204,1500,302,52,261,1500,427,7,48271,1287967,131331,62,53519,1394009,159336,475699764,6,2902,592838,2572,673065,9
52,719,1500,663,52,831,1500,670,5,7182,981735,38766,42,7290,989258,39521,616432963,6,45256,32541154,44516,37031952,9
52,793,1500,673,52,881,1500,672,5,5728,998465,26783,5,5803,1015935,27351,1261260505,6,151570,120345574,149568,131829104,9
52,74,1500,113,52,1223,1500,492,7,32457,1243230,87708,49,18960,980493,71312,440193642,6,13099,975286,22421,27433253,9
52,791,1500,674,52,865,1500,673,5,5702,986768,23843,22,5834,1035508,24365,1087521894,6,134627,106608314,131463,113813304,9
52,95,1500,132,52,1121,1500,584,6,23666,1078919,75036,12,16228,1017146,62354,2652048685,6,19502,1870598,28483,31945565,9
52,225,1500,349,52,174,1500,256,7,55132,965568,144887,70,82104,921333,167710,271028335,6,673,151786,471,82069,9
52,808,1500,676,52,879,1500,675,3,5074,1029678,28113,8,5162,1028412,28560,2166175387,6,276839,223889462,272036,239147688,9
52,714,1500,662,52,833,1500,670,5,7957,981735,42567,38,8146,1003388,43923,806448063,6,53426,38199202,52137,43441372,9
52,193,1500,279,52,243,1500,404,7,51426,1287967,133468,62,61023,1394009,165703,1356475211,6,3522,679982,2971,724645,9
52,729,1500,670,52,834,1500,670,6,4152,870913,22417,22,4014,912064,21831,88428714,6,14564,10624290,14989,12502252,9
52,660,1500,667,52,808,1500,681,5,11537,997897,56278,54,11215,1000213,55608,180709856,6,8889,5871702,9124,7381240,9
52,195,1500,284,52,265,1500,413,7,51448,991476,134087,67,79540,994080,158578,694000008,6,1411,276230,956,253433,9
52,831,1500,670,52,887,1500,670,5,4767,1031800,21980,27,4822,1071912,22579,724753628,6,104982,87278294,103687,92001880,9
52,559,1500,634,52,197,1500,317,6,38817,938068,111354,71,43963,845266,127078,49148579,6,284,159006,232,45833,9
52,247,1500,365,52,188,1500,300,7,55785,1023455,139348,62,74096,1018244,181869,590754528,6,974,240786,714,134641,9
52,727,1500,658,52,846,1500,660,6,6937,974270,32254,22,6841,1025444,32836,328401579,6,31137,22653682,31503,26656268,9
52,174,1500,228,52,329,1500,492,7,43685,1034889,127109,67,69181,1034202,152363,1473623629,6,2494,435826,1688,556089,9
52,168,1500,204,52,199,1500,335,7,50413,1078919,138291,67,86971,996063,167382,2051360088,6,3312,558390,2081,414877,9
52,658,1500,672,52,913,1500,674,6,6284,954891,29056,47,5971,972409,28570,147884823,6,13551,8921622,14221,12988504,9
52,174,1500,228,52,329,1500,492,7,43651,1034889,127058,67,69202,1034202,152313,1484790115,6,2497,436254,1690,556193,9
52,262,1500,375,52,172,1500,261,8,64198,1036209,153498,70,91355,993282,202008,125641704,6,525,137566,373,64365,9
52,217,1500,313,52,312,1500,479,7,54108,1134122,140182,59,63632,1757699,176813,502957377,6,3480,755818,2877,898045,9
52,191,1500,269,52,140,1500,236,7,74766,1070078,190617,68,125039,1030866,228074,704891175,6,987,189042,644,90345,9
52,199,1500,293,52,268,1500,434,7,48055,1129407,128897,62,52349,1347351,155457,441793913,6,2689,535702,2423,650501,9
52,722,1500,663,52,844,1500,668,5,7390,981735,39508,38,7521,1003388,40546,885917435,6,66002,47690170,64791,54715936,9
52,574,1500,666,52,967,1500,663,5,9598,1093338,53685,37,7903,1079359,47899,833195944,6,18431,10586882,22432,21693481,9
52,714,1500,656,52,841,1500,663,6,6166,1033813,29305,6,6237,1031375,29764,1108313545,6,113033,80776586,111586,93879040,9
52,195,1500,283,52,270,1500,420,7,51488,991476,134604,67,79703,994080,159319,704464543,6,1427,278662,967,261285,9
52,725,1500,664,52,847,1500,670,5,6513,978521,35019,42,6596,989258,35684,424399380,6,35313,25613178,34811,29492556,9
52,196,1500,281,52,146,1500,243,7,71258,1070078,184055,68,116696,1030866,219309,621317244,6,899,176626,596,87497,9
52,200,1500,299,52,233,1500,372,7,53487,991476,136283,67,82659,994080,160845,614887798,6,1264,253626,852,199017,9
52,194,1500,283,52,245,1500,406,7,51455,1287967,133185,62,60219,1394009,165177,899442315,6,3412,662742,2901,711453,9
52,214,1500,320,52,225,1500,357,7,52890,991476,136614,69,80507,994080,160339,492192405,6,1046,224610,717,161885,9
52,715,1500,656,52,841,1500,662,6,6093,1033813,28716,6,6163,1031375,29180,1088172235,6,112946,80766750,111510,93862304,9
52,229,1500,343,52,322,1500,482,7,48965,1134122,134249,59,53692,1757699,165462,329692683,6,2616,601638,2328,750029,9
52,74,1500,114,52,1228,1500,489,7,31264,1243230,86059,49,18175,980493,69854,419914427,6,12950,967250,22274,27355529,9
52,659,1500,665,52,811,1500,680,5,11353,997897,54466,54,11178,1000213,54081,201202948,6,10122,6673434,10268,8327784,9
52,280,1500,413,52,189,1500,297,7,59389,965568,165495,70,81908,921333,185006,132203764,6,442,123822,332,62905,9
52,213,1500,280,52,180,1500,329,8,74580,1200134,183418,69,113927,1364657,238946,743689021,6,1236,263274,831,150325,9
52,224,1500,301,52,198,1500,350,8,68191,1200134,171734,69,100396,1090882,221987,604343211,6,1045,234302,712,141513,9
52,719,1500,663,52,837,1500,669,5,7571,981735,40879,42,7675,1000298,41642,696441727,6,49058,35295902,48338,40467664,9
52,212,1500,349,52,134,1012,159,9,104989,990973,191002,70,123687,993282,241482,15121595,6,107,22714,89,11997,9
52,140,692,161,52,132,692,146,144,95361,622133,157809,239,99946,580783,162823,6313158,6,28,3942,26,3452,9
52,165,1500,212,52,387,1500,548,7,48480,1078919,142359,62,74393,1017146,167186,2381774767,6,4310,714770,2983,1154757,9
52,259,1500,393,52,157,1500,217,8,64294,681638,125441,197,79222,726252,140581,27671010,6,196,50838,159,25024,9
52,801,1500,655,52,835,1500,661,5,5774,1031800,24659,31,6006,1071912,25914,464992739,6,49369,39547398,47434,39633276,9
52,784,1500,672,52,879,1500,671,5,5954,998465,27877,5,6033,1015935,28483,1221241922,6,139107,109173206,137243,120653620,9
52,759,1500,667,52,856,1500,670,5,5397,1029678,29291,11,5525,1028412,30003,1726043499,6,179465,136360842,175205,150050276,9
52,711,1500,656,52,838,1500,663,6,6181,1033813,29145,6,6259,1031375,29653,1068429427,6,108136,76985702,106646,89395344,9
52,808,1500,676,52,879,1500,675,3,4939,1029678,26148,8,5023,1028412,26540,2126386280,6,276371,223545462,271629,238787836,9
52,194,1500,282,52,269,1500,419,7,51274,991476,134287,67,79512,994080,159081,732224087,6,1436,279994,972,261897,9
52,169,1500,210,52,204,1500,337,7,49942,1078919,136953,67,84795,996063,164692,1852975472,6,3122,529182,1971,402085,9
52,841,1500,672,52,893,1500,672,5,4630,1031800,21368,27,4672,1071912,21927,764764925,6,116721,98175314,115584,103219732,9
52,732,1500,666,52,852,1500,670,5,6205,978521,32683,42,6258,989258,33125,325264208,6,33191,24323174,32878,28031672,9
52,231,1500,346,52,322,1500,482,7,47887,1134122,130078,59,51856,1757699,161203,321313300,6,2528,584742,2274,734341,9
52,696,1500,660,52,860,1500,666,5,9542,998465,42049,21,9518,1015935,42696,931256632,6,56456,39348086,56578,48693112,9
52,188,1500,268,52,595,1500,655,7,47102,1308494,133526,55,50626,1757699,158315,950845858,6,6431,1212290,5793,3447149,9
52,191,1500,276,52,241,1500,401,7,51762,1287967,132985,62,61925,1394009,166133,1410794828,6,3624,694134,3033,732781,9
52,843,1500,673,52,894,1500,672,5,4589,1031800,21176,27,4627,1071912,21702,774757703,6,119953,101153322,118868,106354948,9
52,789,1500,654,52,832,1500,660,5,5972,1031800,26579,31,6206,1071912,27807,554778095,6,56890,44924338,54692,45556860,9
52,194,1500,283,52,245,1500,406,7,51417,1287967,133213,62,60002,1394009,165160,840243262,6,3395,660338,2889,710477,9
52,812,1500,677,52,880,1500,675,3,5120,1029678,28984,8,5199,1065444,29450,2346421801,6,288910,234803650,284135,250296004,9
52,103,1500,148,52,1151,1500,577,6,18060,1078919,79119,12,12349,1017146,64876,2462046105,6,14920,1544862,21934,25264985,9
52,815,1500,671,52,873,1500,673,5,4283,1031800,23356,31,4407,1000116,23564,224777015,6,31537,25709178,30603,26728064,9
52,895,1500,672,52,150,1500,271,6,9918,992547,52644,27,13759,1046677,61275,251261650,6,11280,10103438,8215,1237221,9
52,809,1500,656,52,843,1500,661,5,5083,1031800,20132,31,5273,1000116,21126,334763833,6,48212,39013490,46441,39150328,9
52,231,1500,344,52,320,1500,481,7,50643,1134122,138077,59,55601,1757699,169292,371323398,6,2653,613498,2347,751369,9
52,788,1500,674,52,864,1500,673,5,5822,986768,24434,22,5968,1035508,25056,1127858693,6,137302,108260642,133787,115693336,9
52,295,1500,438,52,202,1500,309,7,55819,939765,157384,70,74284,921333,176583,83519264,6,387,114290,301,60941,9
52,750,1500,667,52,854,1500,669,5,6106,989337,33502,11,6231,1028412,34348,1166111894,6,103980,78064418,101810,86990640,9
52,175,1500,230,52,331,1500,493,7,44048,1034889,127640,67,69392,1034202,152681,1403629275,6,2464,431802,1672,554905,9
52,223,1500,330,52,173,1500,277,7,57170,1182549,143714,61,80222,1018244,187342,1012809219,6,1244,277806,878,152673,9
52,722,1500,663,52,845,1500,669,5,7425,981735,39882,38,7548,1003388,40905,876430712,6,64414,46561562,63306,53517884,9
52,985,1500,649,52,159,1500,313,5,10186,1093338,61760,37,15327,1040224,73704,719154793,6,10108,9957462,6803,1084213,9
52,252,1500,373,52,239,1500,352,8,53824,1072778,144806,67,69205,1003522,181253,93360729,6,591,149234,437,104813,9
52,262,1500,391,52,205,1500,328,7,55244,1078919,146202,67,83182,996063,166422,185917526,6,642,168782,449,92285,9
52,734,1500,663,52,848,1500,667,5,6556,989337,35586,38,6659,1028412,36444,994403179,6,85943,63090198,84549,71781724,9
52,334,1500,476,52,155,1500,200,7,55484,949966,143381,69,67129,952137,182077,32588144,6,352,117838,277,42989,9
52,203,1500,299,52,259,1500,425,7,48738,1287967,132522,62,54704,1394009,161193,666010107,6,2958,601510,2607,676293,9
52,209,1500,305,52,161,1500,260,7,63822,1182549,157300,60,93318,1018244,204598,1282224490,6,1500,313934,1029,166377,9
52,354,1500,488,52,161,1500,214,8,61696,1072778,168145,68,72733,1003522,203787,32585345,6,223,79042,172,27817,9
52,191,1500,276,52,573,1500,648,7,49193,1308494,138542,55,53466,1757699,164078,1151096860,6,6842,1311630,6108,3503417,9
52,159,1500,193,52,306,1500,468,7,45757,1034889,125495,67,71448,1034202,151316,1787229040,6,3958,632834,2670,819265,9
52,824,1500,676,52,892,1500,673,5,4888,998465,22384,5,4927,1015935,22737,1491261058,6,224655,185149722,222814,198816524,9
52,181,1500,244,52,130,1500,218,7,82338,1070078,202595,68,140267,1030866,243197,842319757,6,1240,224598,793,103869,9
52,976,1500,651,52,158,1500,312,5,11472,1093338,68509,37,17276,1079359,81692,762945736,6,10211,9970722,6863,1089557,9
52,179,1500,241,52,130,1500,218,7,81168,1070078,200700,68,139361,1030866,241696,905133989,6,1278,229758,814,106145,9
52,208,1500,276,52,176,1500,314,8,74876,1200134,179089,69,112173,1632891,236321,883455362,6,1365,284526,926,163137,9
52,1018,1500,639,52,151,1500,297,5,8806,1093338,53180,37,13150,1040224,63789,439883109,6,9714,9898110,6547,992901,9
52,181,1500,244,52,131,1500,218,7,82338,1070078,202595,68,140267,1030866,243197,852357361,6,1241,224650,794,104273,9
52,707,1500,669,52,840,1500,673,6,4442,870913,25102,22,4281,912064,24506,68426643,6,11398,8064478,11774,9895544,9
52,75,1500,117,52,1249,1500,480,7,25626,1243230,77730,49,14570,980493,62736,330157219,6,12295,932230,21623,27010285,9
52,719,1500,663,52,838,1500,669,5,7729,981735,41548,38,7885,1003388,42773,820265955,6,56787,40831326,55609,46636220,9
52,179,1500,239,52,130,1500,217,7,83249,1100607,203981,68,141430,1030866,244480,923159416,6,1329,238314,852,111129,9
52,755,1500,668,52,869,1500,669,5,5689,989337,31347,11,5775,1028412,32034,1356453253,6,126493,95583862,124528,108304072,9
52,754,1500,668,52,869,1500,668,5,5730,989337,31524,11,5811,1028412,32214,1276262634,6,123242,92956006,121415,105610596,9
52,159,1500,191,52,301,1500,465,7,45263,1040998,125316,67,71362,1034202,151526,1889018456,6,4065,648718,2727,822933,9
52,708,1500,666,52,874,1500,668,5,9018,997897,38621,35,8936,1000213,38800,341254104,6,24010,17014202,24201,21155512,9
52,176,1500,233,52,204,1500,329,7,49941,1078919,134576,67,82417,996063,161520,1100957162,6,2391,421762,1528,312873,9
52,194,1500,282,52,245,1500,406,7,51455,1287967,133185,62,60219,1394009,165177,966050609,6,3416,663430,2905,712365,9
52,777,1500,671,52,887,1500,666,5,5677,954891,21546,33,5724,1035508,21868,547375267,6,78396,60960846,77684,68958444,9
52,702,1500,666,52,851,1500,672,5,6811,964443,35687,42,6674,968439,35176,126361444,6,13278,9329262,13510,11509816,9
52,259,1500,372,52,170,1500,259,8,64404,1036209,153783,70,93222,993282,205963,148582672,6,536,139050,379,64677,9
52,734,1500,663,52,848,1500,667,5,6556,989337,35586,38,6659,1028412,36444,994403179,6,85943,63090198,84549,71781724,9
52,271,1500,402,52,201,1500,316,7,57222,1032241,165870,68,76774,1030866,186483,215283344,6,391,106242,302,60721,9
52,707,1500,657,52,837,1500,664,6,7050,1033813,32137,6,7049,1025444,32604,758429813,6,70236,49723278,70141,58764564,9
52,320,1500,434,52,221,1500,325,9,35367,927860,121613,67,43800,930109,132637,51000897,6,498,159502,405,89693,9
52,735,1500,660,52,856,1500,661,6,7022,1033813,32492,22,6976,1025444,33154,516514596,6,46420,34135198,46618,39942632,9
52,202,1500,297,52,257,1500,423,7,48902,1287967,132933,62,55282,1394009,161671,745813980,6,3001,608066,2632,677945,9
52,189,1500,277,52,289,1500,457,7,40077,1129407,116518,62,42506,1347351,140877,299219503,6,2162,408814,2034,589361,9
52,791,1500,654,52,834,1500,660,5,5893,1031800,25808,31,6128,1071912,27038,534665161,6,55069,43582046,52902,44131580,9
52,239,1500,335,52,195,1500,326,8,63451,1103428,158934,70,91784,993282,208728,250804286,6,714,170850,501,97725,9
52,802,1500,674,52,864,1500,673,5,5438,986768,22017,22,5594,1035508,22515,825540658,6,123708,99256558,120157,103865952,9
52,98,1500,136,52,1159,1500,570,6,18148,1078919,73600,12,12171,1017146,60017,2521966248,6,18151,1781450,27172,31508641,9
52,179,1500,240,52,130,1500,217,7,81404,1070078,200969,68,140035,1030866,242259,914822662,6,1286,230814,818,106353,9
52,260,1500,397,52,383,1500,524,7,45055,1134122,127932,59,45071,1757699,155100,140471233,6,1574,410326,1525,584433,9
52,216,1500,316,52,228,1500,369,7,55490,1078919,147158,67,88352,996063,170729,441839389,6,1124,243526,751,171333,9
52,985,1500,649,52,159,1500,313,5,10187,1093338,61781,37,15328,1040224,73715,700425609,6,10098,9956030,6798,1083953,9
52,758,1500,668,52,867,1500,669,5,7365,998465,33741,5,7480,1015935,34598,1071261434,6,92117,69874826,90671,78689340,9
52,798,1500,655,52,833,1500,661,5,5955,1031800,26127,31,6196,1071912,27401,504664490,6,49777,39761478,47787,39837744,9
52,748,1500,666,52,857,1500,669,5,7843,998465,35416,5,8010,1015935,36441,1041260226,6,82685,61859538,80939,69421964,9
52,262,1500,383,52,209,1500,311,7,43895,941037,118916,71,60587,940561,133076,81124991,6,628,164902,468,97913,9
52,203,1500,299,52,259,1500,425,7,48738,1287967,132522,62,54704,1394009,161193,651869531,6,2957,601458,2606,675889,9
52,174,1500,228,52,328,1500,491,7,43581,1034889,126958,67,69240,1034202,152214,1503459466,6,2504,437434,1695,556453,9
52,754,1500,667,52,855,1500,670,5,5564,1029678,30421,11,5674,1028412,31097,1676449242,6,165162,124665542,161874,138410948,9
52,783,1500,671,52,881,1500,668,5,5703,977333,22719,22,5796,1035508,23184,597878440,6,85102,66716846,83658,73746060,9
52,199,1500,274,52,225,1500,368,7,50281,1078919,140582,67,80807,996063,164843,515716285,6,1620,323926,1068,240921,9
52,198,1500,288,52,231,1500,389,7,52457,1418247,136630,62,63739,1394009,169414,1549774122,6,3936,779494,3256,754649,9
52,202,1500,302,52,283,1500,455,6,57833,1425766,143427,62,68413,1394009,171681,2231959974,6,5332,1080858,4464,1265193,9
52,785,1500,674,52,863,1500,673,5,5864,986768,24326,22,5992,1035508,24926,1186419794,6,144973,113941338,141708,122305432,9
52,144,692,178,52,159,756,175,145,53528,219527,68683,70,67824,219513,70252,4214053,6,31,4482,25,3997,9
52,256,1500,373,52,202,1500,306,7,44554,941037,120947,71,62489,940561,135541,139898953,6,668,171446,490,99409,9
52,175,1500,228,52,199,1500,324,7,48846,1078919,132555,67,82024,996063,159851,1396199884,6,2512,440614,1597,318221,9
52,240,1500,356,52,184,1500,295,7,55490,1182549,142483,62,75383,1018244,184512,812773014,6,1033,248334,746,137713,9
52,192,1500,272,52,536,1500,636,7,52489,1308494,142301,55,59410,1757699,172132,1391309416,6,8024,1544354,6905,3705037,9
52,197,1500,292,52,276,1500,448,6,59677,1425766,148866,62,70797,1467995,176172,2422020620,6,5777,1142774,4815,1330437,9
52,200,1500,276,52,227,1500,369,7,50754,1078919,141239,67,81107,996063,165355,490315665,6,1600,320838,1057,240349,9
52,722,1500,665,52,905,1500,661,5,8683,997897,33272,35,8512,1000213,33566,496239291,6,36740,26545858,37470,33925640,9
52,209,1500,294,52,335,1500,504,7,53333,1134122,140691,59,64440,1757699,176532,714979007,6,4434,927570,3552,1192649,9
52,187,1500,268,52,598,1500,656,7,46715,1308494,133022,55,49807,1757699,156331,901315459,6,6375,1198450,5760,3445433,9
52,176,1500,232,52,204,1500,329,7,49849,1078919,134442,67,82376,996063,161420,1150437555,6,2399,422770,1533,313485,9
52,805,1500,655,52,839,1500,660,5,5403,1031800,21260,31,5611,1000116,22416,354719832,6,49054,39506698,47202,39604044,9
52,176,1500,234,52,339,1500,498,7,44745,1034889,127754,67,69554,994080,151497,1222939664,6,2375,419782,1625,551357,9
52,609,1500,658,52,887,1500,677,6,6873,954891,30767,48,6535,972409,30353,87885324,6,9944,6059018,10431,9253520,9
52,194,1500,281,52,266,1500,417,7,50844,991476,133765,67,79524,994080,158655,831700752,6,1456,282986,985,262925,9
52,231,1500,345,52,319,1500,481,7,50943,1134122,138604,59,55874,1757699,169771,380748859,6,2660,616662,2353,751681,9
52,246,1500,365,52,188,1500,300,7,55665,1023455,139211,62,74096,1018244,181869,610754814,6,979,241366,717,135149,9
52,714,1500,663,52,833,1500,670,5,8019,981735,42839,38,8194,1003388,44167,781104105,6,52617,37617454,51437,42854284,9
52,728,1500,656,52,829,1500,660,6,7098,974270,33924,22,7033,1025444,34600,308401924,6,27612,20104014,27801,23060724,9
52,182,1500,247,52,132,1500,220,7,80300,1070078,199737,68,135854,1030866,239132,823887724,6,1210,220638,778,103089,9
52,216,1500,287,52,187,1500,338,8,71062,1200134,179187,69,108905,1364657,233802,715034947,6,1161,251806,782,146977,9
52,244,1500,361,52,186,1500,298,7,55099,1023455,138526,62,74096,1018244,181869,681070941,6,1000,244058,728,136073,9
52,312,1500,462,52,160,1500,206,7,64221,1035326,150562,70,93229,952759,169789,21502456,6,261,81578,183,29413,9
52,294,1500,440,52,208,1500,314,7,56632,1035326,140106,70,77044,952759,154409,80040552,6,385,113434,290,60385,9
52,273,1500,409,52,152,1012,181,9,75070,990973,177317,70,83168,993282,200092,5407809,6,73,19990,66,10033,9
52,723,1500,665,52,903,1500,661,5,8735,997897,33138,35,8579,1000213,33464,531215987,6,37907,27427230,38587,34846060,9
52,814,1500,688,52,894,1500,684,5,4728,1031800,31897,31,4746,1000116,31527,134709964,6,11820,9623302,11740,10500900,9
52,790,1500,673,52,872,1500,673,3,4974,1029678,26053,8,5072,1028412,26488,1956452077,6,240255,189937914,235497,205408840,9
52,984,1500,649,52,159,1500,313,5,10183,1093338,61748,37,15326,1040224,73699,729621058,6,10114,9958366,6806,1084369,9
52,167,1500,211,52,299,1500,464,7,44098,1034889,126653,67,70875,1034202,152674,1704923230,6,3099,518838,2065,617741,9
52,812,1500,658,52,850,1500,663,5,4791,1031800,20440,31,4953,1000116,21150,304778373,6,44894,36458106,43383,36905184,9
52,255,1500,372,52,202,1500,305,7,44357,941037,120698,71,62361,940561,135422,173349403,6,672,171974,492,99513,9
52,204,1500,304,52,266,1500,435,6,57385,1425766,142296,62,68412,1394009,170746,2141423709,6,5226,1069122,4359,1161509,9
52,301,1500,443,52,185,1500,282,7,49430,949966,129843,62,61851,952137,165579,198265667,6,510,153618,408,75817,9
52,277,1500,419,52,235,1500,350,7,43468,858610,127540,69,51421,860656,135354,45210664,6,214,59326,181,42557,9
52,212,1500,366,52,675,1500,665,7,52954,925610,139172,69,50523,929431,136979,125932341,6,1060,225378,1110,749665,9
52,214,1500,315,52,167,1500,266,7,62497,1182549,152889,60,89388,1018244,198929,1102422986,6,1399,299962,971,162293,9
52,262,1500,376,52,171,1500,261,8,64198,1036209,153498,70,91355,993282,202008,101150596,6,524,137514,372,63961,9
52,261,1500,388,52,201,1500,313,7,51025,949966,126017,62,65679,952137,164073,306969831,6,850,222306,643,129541,9
52,717,1500,664,52,897,1500,662,5,9379,997897,36926,35,9245,1000213,37371,700831836,6,41142,29502858,41720,37463856,9
52,188,1500,269,52,602,1500,657,7,45467,1134122,129192,55,48498,1757699,154129,871173289,6,6297,1185166,5713,3440749,9
52,172,1500,220,52,317,1500,483,7,43349,1034889,128494,67,69688,1034202,154707,1684174855,6,2781,480094,1867,591973,9
52,215,1500,321,52,226,1500,358,7,53048,991476,136794,69,80627,994080,160433,470255218,6,1041,224030,714,161377,9
52,259,1500,386,52,200,1500,311,7,51053,949966,125871,62,65622,952137,163940,375869122,6,862,223890,650,130257,9
